1.83663 82.3877
2.57128 81.5408
6.48943 82.4818
7.46897 82.5759
7.71385 82.8582
10.6525 81.8231
12.6115 82.4818
14.3257 81.9172
20.6927 82.8582
20.9376 82.5759
21.6723 82.5759
21.9171 82.8582
30.4881 81.9172
41.9977 82.8582
47.8749 83.3288
48.1198 82.7641
52.0379 82.8582
54.4867 82.4818
55.4663 82.5759
55.7112 82.8582
62.0782 82.4818
63.0577 82.5759
63.3026 82.8582
69.6696 81.9643
73.8326 82.8582
74.0775 82.5759
74.8121 82.5759
75.057 82.8582
79.4649 82.3877
79.9547 82.4818
86.8115 82.8582
89.2603 82.8582
89.5052 82.5759
90.2399 82.5759
90.4847 82.8582
92.6887 81.729
94.8927 82.7641
99.0557 82.3877
99.7903 81.5408
103.708 82.4818
104.688 82.5759
104.933 82.8582
111.3 81.9643
115.463 82.8582
115.708 82.5759
116.442 82.5759
116.687 82.8582
122.565 82.5759
127.707 82.4818
128.687 82.5759
128.932 82.8582
134.074 82.8582
134.319 82.5759
135.054 82.5759
135.299 82.8582
146.808 82.5759
149.502 82.4818
150.481 82.5759
150.726 82.8582
162.481 82.8582
162.726 82.5759
163.46 82.5759
163.705 82.8582
182.316 82.8582
182.561 82.5759
183.296 82.5759
183.541 82.8582
188.438 82.4818
189.418 82.5759
189.663 82.8582
201.907 82.8582
202.152 82.5759
202.887 82.5759
203.131 82.8582
214.886 81.729
217.09 82.7641
217.825 81.2585
222.477 81.8231
222.722 81.5408
228.844 82.5759
231.538 82.4818
232.518 82.5759
232.762 82.8582
235.456 81.9172
246.231 82.3877
246.966 81.5408
252.598 81.729
256.761 82.5759
261.414 81.9643
266.801 81.9172
272.189 82.4818
273.168 82.5759
273.413 82.8582
274.883 82.7641
281.25 83.3288
288.351 81.729
292.514 82.5759
297.167 81.9643
302.555 81.9172
308.187 81.9643
310.146 81.8231
319.696 81.8231
326.308 82.4818
333.165 81.9643
334.634 81.729
336.838 82.7641
339.532 82.4818
341.736 82.9524
346.144 81.9643
350.062 81.729
352.266 82.7641
368.183 77.0238
368.673 75.5182
371.367 75.5182
371.857 75.6123
372.347 76.3651
372.591 76.271
375.775 76.4592
377.734 75.5182
379.448 76.0828
379.693 75.5182
380.183 77.0238
380.673 76.0828
382.632 76.0828
382.877 75.5182
383.366 77.0238
383.856 76.0828
